id,'Aattr','Battr','Cattr','Dattr','Eattr','Fattr','A1attr','B2attr','C3attr','D4attr','E5attr','F6attr','A7attr','B8attr','C9attr','D10attr','E11attr','F12attr','A13attr','B14attr','C15attr','D16attr','E17attr','F18attr','A19attr','B20attr','C21attr','D22attr','E23attr','F24attr','A25attr','B26attr','C27attr','D28attr','E29attr','F30attr','class'
468,1.073066,0.498427,0.042617,0.127386,0.800057,0.513687,0.053370,-0.448612,-0.364672,-0.826388,0.309360,0.717124,1.081428,0.679357,0.041321,-0.192527,1.104649,0.516432,-0.188412,-0.189291,0.160536,0.006078,-0.355636,-0.181877,0.945296,0.553731,0.288050,-0.087440,0.967631,0.562624,0.053167,-0.084964,0.990360,0.356801,-0.414844,-0.236449,4.
469,1.514052,1.503574,1.364260,0.709468,1.537455,1.125401,1.073527,0.343324,1.268514,1.141922,0.790227,0.506388,1.963606,1.467107,1.181239,0.599783,1.695595,1.258626,1.187378,0.388575,1.720804,1.273318,0.899623,0.604668,1.755280,1.606236,1.491962,0.597084,1.782888,1.394236,1.190598,0.597678,1.512686,1.408650,1.202359,0.393331,3.
470,1.661048,0.848043,0.643364,0.180303,1.684934,0.688462,0.113379,0.026550,1.045807,0.529559,0.129035,-0.178503,0.640339,0.197954,-0.618631,-0.509450,0.070493,0.036189,-1.025849,-0.924758,-0.136658,-0.168714,-1.252249,-1.073294,-0.674672,-0.761901,-1.939186,-1.351178,-0.366425,-0.619140,-1.682913,-1.345226,-0.352763,-0.738876,-1.912255,-1.496009,5.
471,-0.690878,0.629533,0.703439,0.233219,-0.674739,0.469993,-0.066649,0.026550,-0.884323,0.092157,-0.051291,0.242968,-0.976988,0.329246,0.281304,0.124397,-0.963662,0.341798,0.529392,0.125908,-0.953942,0.355661,0.301881,0.132741,-0.748307,0.334459,0.288050,0.228494,-1.033453,0.168703,0.292626,0.230101,-1.024324,0.356801,0.303913,0.235886,1.
472,-0.176394,-0.550421,-1.279026,-1.089695,-0.158561,-0.360191,-1.266835,-0.923774,-0.141965,-0.520206,-1.013025,-0.705343,-0.682928,-0.939907,-1.038601,-0.932016,-0.668189,-0.924298,-1.265117,-0.767158,-0.656748,-1.042673,-0.534958,-0.181877,-0.674672,-1.288154,-1.457622,-1.035244,-0.662882,-1.144368,-1.203994,-0.820117,-0.651234,-0.826530,-0.714327,-0.236449,5.
473,-0.470385,-0.725230,-1.759624,-1.301361,-0.453520,-0.534967,-1.506872,-1.293344,-0.438908,-0.520206,-1.493892,-1.284866,-0.094810,-0.458504,-1.698554,-1.143298,-0.372716,-0.618688,-1.683835,-1.345024,-0.656748,-0.605693,-1.491346,-1.492785,-0.085593,-0.367211,-1.216839,-1.035244,-0.662882,-0.662909,-1.922372,-1.607780,-0.651234,-0.958011,-1.912255,-1.391045,7.
474,1.367057,0.848043,0.583289,0.021553,1.389975,1.038013,0.593453,0.237733,1.416986,1.054442,0.850335,0.242968,1.228458,0.723121,0.521286,-0.086885,1.252385,0.734724,0.290124,-0.084225,1.275013,0.923734,0.540978,0.132741,1.018931,0.509876,-0.133319,-0.192752,1.041746,0.518855,0.113031,0.020058,1.363450,0.882725,0.663291,0.183404,3.
475,1.367057,1.022851,0.823588,0.286136,1.389975,1.038013,0.833490,0.290528,1.416986,1.054442,0.549793,0.295652,1.375487,1.029468,0.581282,0.230039,1.104649,1.040333,0.589209,0.493642,1.423610,1.054828,0.600752,0.237614,1.239836,0.904566,0.528832,0.333806,1.264088,0.912777,0.532085,0.335123,1.288832,1.145687,0.783084,0.340849,3.
476,0.117596,-0.288209,-0.558130,-0.401779,-0.158561,-0.578661,-1.026798,-0.554203,-0.438908,-0.257765,-1.013025,-0.758027,-0.462384,-0.546032,-0.858614,-0.932016,-0.668189,-0.880639,-1.504385,-0.924758,-0.656748,-0.518297,-1.491346,-1.073294,-0.674672,-0.761901,-1.277035,-0.771965,-0.662882,-0.750447,-1.263859,-0.767606,-0.352763,-0.738876,-1.253394,-0.761265,7.
477,0.191094,1.372468,1.244111,1.026968,0.210138,1.387565,1.553602,0.818486,0.229214,1.404364,1.271094,0.822492,0.787369,1.423343,1.721200,1.075169,0.809176,1.433260,1.725731,0.861375,0.532028,1.448109,1.377816,0.709540,0.429852,1.430818,1.431766,0.913019,0.448832,1.438005,1.729381,0.912743,0.468035,1.233342,1.741427,0.918148,1.
478,0.779075,1.197660,0.943738,0.603635,0.505098,0.994319,0.953509,0.607303,0.229214,0.835741,0.429577,0.453704,0.493309,1.248287,1.121243,0.494142,0.144362,0.865700,0.529392,0.283508,-0.359554,0.705245,0.540978,0.499795,-0.159228,0.685294,0.829810,0.228494,-0.440539,0.343779,0.292626,0.230101,-0.725852,0.356801,0.064327,0.235886,1.
479,0.411587,0.323619,-0.377906,-0.613446,0.431358,0.164136,-0.366695,-0.606999,0.451921,0.354598,-0.592266,-0.599975,0.346280,0.329246,-0.438644,-0.245347,0.365966,0.167164,-0.188412,-0.451958,0.383431,0.006078,-0.176313,-0.444059,0.429852,0.334459,0.107463,-0.403375,0.448832,0.212472,-0.545481,-0.557562,0.468035,0.225319,-0.534637,-0.551339,4.
480,0.632080,0.148811,-0.437980,-0.243030,-0.453520,-1.190375,0.293407,0.712894,-1.478209,-2.138594,1.090769,2.455694,1.669547,0.854412,0.341299,0.018756,0.439835,-0.094787,-0.367863,-0.189291,-0.953942,-1.654444,0.361655,1.181467,1.755280,1.386964,0.649224,0.386461,1.486431,0.825239,0.352491,-0.137475,-0.128909,-0.519740,-0.594534,-0.131486,2.
481,0.485085,0.323619,-0.197682,-0.454696,0.800057,0.513687,0.053370,-0.079042,0.823100,0.704520,0.068926,-0.073135,0.713854,0.504301,-0.198662,-0.403809,1.104649,0.516432,0.050856,-0.189291,1.126416,0.705245,0.062784,-0.181877,0.945296,0.553731,-0.193515,-0.245408,0.967631,0.562624,0.053167,-0.242497,0.990360,0.751244,-0.175259,-0.079004,4.
482,-0.102897,0.848043,0.823588,0.497802,-1.190918,0.338911,0.293407,0.290528,-1.403973,-0.170284,0.309360,0.137600,-0.168324,0.854412,0.821265,0.705425,-1.037530,0.341798,0.589209,0.230975,-1.028240,0.180869,0.062784,0.237614,0.356217,0.904566,1.371571,0.702396,-0.218196,0.912777,1.370192,0.702700,-0.949706,0.356801,0.783084,0.340849,1.
483,0.117596,-0.200805,-0.978653,-0.825112,0.136399,-0.185416,-1.206825,-1.029365,-0.067729,-0.345245,-1.193350,-0.810711,0.125735,-0.370976,-1.098597,-0.826374,-0.151111,-0.487713,-1.085666,-0.819691,-0.136658,-0.824183,-1.072926,-0.811113,0.061677,-0.191794,-0.675079,-0.877277,0.078260,-0.356526,-1.383589,-0.872628,-0.203527,-0.519740,-1.133601,-0.866229,7.
484,0.411587,-0.375613,-1.519325,-1.301361,-0.453520,-0.971906,-2.166974,-2.138076,-1.032794,-1.395010,-2.936494,-2.812701,0.052220,-0.195921,-1.158593,-1.037657,-0.446584,-0.706005,-1.803469,-1.607691,-0.731046,-1.173766,-2.208636,-1.807403,-0.159228,-0.586483,-1.878991,-1.351178,-0.736996,-1.144368,-2.640750,-2.132890,-1.248178,-1.396281,-2.451323,-2.125789,5.
485,-1.205362,-1.337058,-0.858503,-0.348863,-0.674739,-1.015599,-1.506872,-1.451731,-0.884323,-1.001348,-1.734326,-1.284866,-1.859166,-2.034003,-0.078670,0.599783,-1.185267,-1.360882,-1.265117,-1.345024,-0.879643,-1.348558,-1.670668,-1.125731,-2.147370,-2.296804,1.371571,2.598002,-1.700481,-1.800904,-0.186293,-0.242497,-1.173560,-1.527763,-1.672669,-1.233600,5.
486,-1.205362,-1.511866,0.883663,1.344467,-1.633357,-2.020559,1.193546,2.296766,-1.849387,-2.269815,1.511528,2.666430,-1.197532,-1.902712,0.941256,1.761838,-1.850081,-2.365027,1.546280,2.752574,-1.622628,-2.135121,1.557139,2.754557,-0.380132,-0.849610,0.288050,0.702396,-1.700481,-2.063518,1.370192,2.960669,-1.695885,-2.272822,1.741427,2.755006,2.
487,0.117596,-0.200805,-0.618205,-0.613446,0.431358,-0.010640,-0.606733,-0.606999,0.451921,0.179637,-0.592266,-0.389239,-0.241839,-0.896143,-0.918610,-0.879195,0.070493,-0.356737,-0.666947,-0.662091,0.383431,-0.168714,-0.654507,-0.444059,-0.453767,-1.156590,-1.457622,-0.771965,-0.144082,-0.444064,-1.024400,-0.557562,0.169563,0.050011,-0.774223,-0.393894,7.
488,-0.764376,-0.900038,-1.999923,-1.618860,-0.748479,-0.884518,-1.986946,-1.451731,-0.438908,-0.870128,-1.794434,-1.442918,-0.462384,-0.896143,-2.058528,-1.565863,-0.446584,-0.749664,-1.863286,-1.555157,-0.433852,-0.736787,-1.610894,-1.178167,-0.453767,-0.718047,-1.758600,-1.298522,-0.440539,-0.356526,-1.503318,-1.082671,-0.427380,-0.519740,-1.492980,-1.076155,7.
489,-0.984869,-1.642972,-1.819698,-1.618860,-0.969698,-1.496232,-1.806918,-1.451731,-0.958558,-1.307530,-1.554001,-1.021446,-0.756443,-1.421309,-1.638558,-1.565863,-0.963662,-1.535516,-1.863286,-1.555157,-0.953942,-1.392256,-1.849991,-1.178167,-1.190116,-1.507425,-1.517817,-1.298522,-1.181682,-1.494521,-1.503318,-1.292715,-1.173560,-1.308627,-1.492980,-1.286082,5.
490,-1.425855,-0.200805,0.042617,-0.084280,-1.412137,-0.360191,-0.186668,-0.237429,-1.700916,-0.520206,-0.712483,-0.441923,-1.050503,-0.020865,0.041321,0.230039,-1.333003,-0.182104,0.290124,0.020842,-1.325434,0.006078,0.062784,0.027868,-0.969212,0.159041,0.769615,0.333806,-1.255796,0.168703,0.771544,0.335123,-1.248178,0.181492,0.303913,0.130923,1.
491,-0.470385,-0.725230,-1.579400,-1.248444,-0.232300,-0.360191,-1.386853,-1.029365,0.080742,-0.170284,-0.892808,-0.863395,-0.462384,-0.589796,-1.878541,-1.354581,-0.446584,-0.749664,-1.863286,-1.345024,-0.136658,-0.256110,-1.431571,-0.968422,-0.453767,-0.542629,-1.758600,-1.298522,-0.662882,-0.706678,-1.922372,-1.292715,-0.651234,-0.870357,-1.912255,-1.286082,7.
492,-0.102897,1.197660,1.244111,0.815302,-0.084821,1.212789,1.913657,1.029669,0.229214,1.229403,1.271094,0.822492,-0.094810,1.248287,1.361226,0.863886,-0.077243,1.040333,1.725731,0.703775,0.160536,1.273318,1.736462,0.866849,-0.159228,1.211546,0.829810,0.913019,-0.144082,1.219160,1.130733,0.702700,0.169563,1.233342,1.142463,0.708221,1.
493,0.338089,-0.025997,-0.197682,-0.454696,0.357618,0.164136,-0.426705,-0.659795,0.377685,0.179637,-0.652375,-0.652659,0.419794,0.197954,-0.558636,-0.562271,0.439835,0.210823,-0.547313,-0.767158,0.160536,-0.081318,-0.534958,-0.968422,0.061677,0.202896,-0.855666,-0.929932,-0.144082,-0.356526,-1.263859,-1.082671,-0.427380,-0.519740,-1.492980,-1.076155,4.
494,-0.690878,-0.288209,-0.317831,-0.348863,-0.895959,-0.098028,-0.546723,-0.343020,-0.661615,0.092157,-0.291724,-0.178503,-0.682928,-0.020865,0.041321,-0.086885,-0.668189,-0.007470,-0.188412,0.125908,-0.359554,0.180869,0.062784,0.290050,-0.159228,-0.016376,0.288050,0.228494,-0.736996,-0.006373,0.053167,0.020058,-0.427380,0.181492,0.064327,0.235886,1.
495,1.367057,1.197660,0.703439,0.444886,1.095016,0.994319,0.713472,0.237733,1.416986,1.010702,0.970552,0.242968,1.669547,1.248287,1.361226,0.494142,1.400122,1.258626,0.828476,0.125908,1.126416,0.705245,0.540978,0.132741,1.387105,1.036129,0.829810,0.491773,1.115860,0.869008,0.591950,0.230101,1.139596,0.882725,0.603395,0.025959,3.
496,0.044099,1.285064,1.063887,0.921135,0.062659,1.125401,1.373574,0.924077,0.080742,1.316883,1.391311,0.927860,-0.168324,1.073232,0.881261,0.599783,-0.151111,0.865700,1.187378,0.388575,-0.136658,0.880036,0.899623,0.394922,-0.159228,0.992274,0.890006,0.228494,-0.440539,0.825239,0.891274,0.230101,-0.427380,0.619763,0.663291,0.235886,1.
497,-0.396887,-0.375613,-1.218951,-1.407194,-0.379780,-0.360191,-1.206825,-1.240548,-0.364672,-0.345245,-1.193350,-1.232182,-0.462384,-0.502268,-1.338580,-1.301760,-0.151111,-0.356737,-1.324934,-1.292491,-0.136658,-0.343506,-1.312023,-1.283040,-0.232863,-0.367211,-1.156644,-1.245867,-0.218196,-0.181449,-1.383589,-1.240204,0.094945,-0.169124,-1.373187,-1.233600,7.
498,-0.176394,0.848043,0.823588,0.497802,-0.158561,1.038013,1.133537,0.712894,-0.141965,1.054442,1.451419,0.717124,-0.462384,0.723121,0.761269,0.335680,-0.446584,0.909358,0.529392,0.493642,-0.433852,0.748942,0.540978,0.709540,-0.748307,0.334459,0.649224,0.175838,-0.440539,0.693931,0.651815,0.597678,-0.427380,0.532109,0.363809,0.393331,1.
499,-0.102897,-0.375613,-0.978653,-0.825112,-0.084821,-0.534967,-0.966788,-0.659795,0.154978,-0.345245,-0.712483,0.295652,-0.168324,-0.502268,-1.098597,-0.826374,0.144362,-0.487713,-1.324934,-0.819691,-0.136658,-0.649391,-1.072926,-0.811113,-0.232863,-0.542629,-0.915862,-0.666654,-0.218196,-0.531602,-1.144130,-0.872628,-0.203527,-0.519740,-1.133601,-0.866229,5.
500,-1.205362,-1.424462,0.823588,1.079884,0.136399,-0.010640,0.053370,-0.237429,1.120043,0.704520,0.309360,0.137600,-1.565107,-2.034003,1.121243,2.025941,-0.446584,-1.098931,0.589209,0.703775,0.754923,0.530453,0.062784,-0.181877,-1.484656,-2.165241,1.070593,2.071445,-1.478139,-2.151056,1.070868,2.225516,-1.248178,-1.483936,0.783084,1.285519,2.
501,-1.425855,-2.167396,0.823588,1.661967,-1.412137,-1.933171,0.293407,1.082464,-0.958558,-1.395010,0.068926,0.506388,-0.756443,-1.421309,0.041321,0.018756,-0.446584,-0.836981,-0.846398,-0.819691,-0.136658,-0.343506,-1.072926,-1.073294,-0.232863,-0.893464,-0.675079,-0.666654,-0.218196,-0.531602,-1.144130,-1.240204,0.094945,-0.519740,-1.133601,-1.233600,2.
502,-0.690878,-0.550421,-0.377906,-0.137197,-0.895959,-0.709742,-0.366695,0.026550,-1.181266,-1.001348,-0.351833,-0.125819,-0.682928,-0.108393,-0.558636,0.018756,-0.668189,-0.444054,-0.547313,0.020842,-1.176837,-0.911579,-0.774055,0.027868,-0.380132,-0.016376,0.288050,0.281150,-0.366425,-0.181449,0.053167,0.125080,-0.949706,-0.519740,-0.175259,0.130923,1.
503,-0.396887,-0.987442,-0.978653,-0.666362,-0.674739,-0.971906,-0.966788,-0.659795,-0.958558,-1.263790,-0.952917,-0.441923,-0.462384,-1.114962,-0.858614,-0.826374,-0.446584,-0.836981,-1.324934,-1.082358,-0.136658,-0.649391,-1.072926,-0.811113,-0.232863,-0.893464,-1.156644,-0.666654,-0.440539,-0.706678,-1.144130,-1.030160,-0.203527,-0.519740,-1.373187,-1.023674,5.
504,-1.719846,-2.167396,0.523215,2.032383,-2.149535,-2.282722,0.293407,2.243971,-2.146330,-2.357295,0.850335,2.613746,-2.079710,-2.034003,0.281304,1.761838,-2.071686,-2.234051,0.290124,2.017107,-1.845523,-2.222517,0.600752,2.230194,-1.705561,-2.252950,0.047268,1.281609,-1.700481,-2.151056,0.292626,1.280320,-1.695885,-2.228996,0.303913,1.652891,2.
505,-0.176394,-0.288209,-1.459250,-1.195528,-0.158561,-0.272803,-1.026798,-1.187752,-0.438908,-0.257765,-1.013025,-1.179498,-0.462384,-0.546032,-1.518567,-1.301760,-0.446584,-0.531371,-1.265117,-1.082358,-0.136658,-0.343506,-1.252249,-1.073294,-0.380132,-0.454920,-1.517817,-1.351178,-0.366425,-0.444064,-1.263859,-1.135182,-0.352763,-0.256778,-1.253394,-0.918710,7.
506,0.117596,-0.025997,-0.738354,-0.666362,0.505098,0.164136,-0.486714,-0.237429,0.526157,0.354598,-0.171507,-0.441923,0.125735,-0.020865,-0.378649,-0.615092,0.144362,-0.182104,-0.367863,-0.609558,0.160536,-0.168714,-0.833829,-0.811113,0.356217,-0.016376,-0.193515,-0.456031,-0.218196,-0.531602,-1.563183,-1.240204,-0.427380,-0.870357,-1.972151,-1.600972,7.
507,-1.058367,0.148811,0.042617,0.021553,-0.453520,0.513687,0.593453,0.501711,-0.141965,1.054442,1.150877,0.717124,-0.976988,-0.195921,0.041321,-0.086885,-1.259135,-0.007470,0.050856,-0.084225,-0.731046,0.180869,0.540978,0.132741,-0.969212,0.027478,-0.374101,0.017871,-0.959339,0.037396,-0.126428,-0.189986,-0.725852,0.225319,0.124223,0.183404,1.
508,-1.425855,-1.511866,-0.618205,0.233219,-1.633357,-2.020559,0.353416,1.716013,-1.997859,-2.357295,0.910444,2.455694,-1.859166,-2.034003,0.161312,1.022348,-1.406871,-1.622833,0.170490,1.018975,-1.845523,-2.266215,0.720300,1.968012,-1.926465,-2.296804,0.288050,1.808166,-1.404024,-1.800904,-0.186293,0.702700,-1.397414,-1.527763,-0.175259,0.708221,2.
509,-0.102897,-0.681527,-1.699549,-1.407194,-0.379780,-0.534967,-1.206825,-1.240548,-0.067729,-0.520206,-1.674218,-1.232182,-0.462384,-0.677323,-1.518567,-1.301760,-0.151111,-0.487713,-1.504385,-1.082358,0.160536,-0.343506,-1.312023,-0.811113,-0.232863,-0.367211,-1.397426,-1.035244,-0.218196,-0.531602,-1.563183,-1.240204,-0.427380,-0.695049,-1.972151,-1.443527,7.
510,-0.396887,0.673235,0.823588,0.286136,-0.379780,0.513687,0.533444,0.132141,-0.661615,0.704520,0.309360,0.137600,-0.756443,0.154190,0.281304,0.018756,-0.446584,0.516432,0.050856,0.020842,-0.433852,0.530453,0.301881,0.027868,-1.705561,-1.638989,0.769615,1.650199,-0.959339,-0.531602,0.292626,0.335123,-0.725852,0.181492,0.064327,-0.079004,5.
511,-0.396887,-0.681527,-1.699549,-1.618860,-0.674739,-0.534967,-1.686900,-1.398935,-0.364672,-0.520206,-1.674218,-1.390234,-0.168324,-0.502268,-1.338580,-1.513043,-0.446584,-0.662347,-1.743652,-1.502624,-0.136658,-0.649391,-1.730443,-1.492785,-0.453767,-0.367211,-1.397426,-1.245867,-0.218196,-0.356526,-1.144130,-1.240204,-0.203527,-0.344432,-1.552876,-1.443527,7.
512,1.220062,0.891745,0.523215,0.339052,1.242496,1.125401,0.293407,0.132141,1.268514,1.141922,0.790227,0.137600,1.301973,0.854412,0.341299,0.177218,1.326253,0.865700,0.888293,0.178442,1.349311,1.098526,1.198494,0.394922,1.460740,0.992274,0.649224,0.386461,1.486431,1.219160,0.651815,0.230101,1.811158,1.014206,0.902877,0.235886,3.
513,-0.249892,1.110256,1.364260,0.921135,-0.453520,1.125401,1.073527,0.501711,-0.216201,0.748260,0.549793,0.348336,-0.168324,1.248287,1.841192,0.811066,-0.151111,1.258626,1.187378,0.808841,-0.136658,0.880036,0.899623,0.394922,-0.453767,1.386964,1.491962,0.965674,-0.144082,1.394236,1.789246,1.122787,-0.427380,1.014206,1.202359,0.603258,1.
514,-0.396887,0.629533,0.403065,0.444886,-0.379780,0.469993,0.713472,0.448916,-0.661615,0.485819,0.730119,0.453704,-0.094810,0.854412,1.121243,0.494142,-0.077243,1.040333,0.828476,0.493642,-0.062360,1.054828,1.138720,0.499795,0.135312,1.036129,1.130788,0.491773,0.152375,1.044084,0.831409,0.702700,0.169563,0.882725,1.142463,0.498294,1.
515,-1.425855,-0.463017,-0.798429,-0.348863,-1.412137,-0.622354,-0.786760,-0.554203,-1.403973,-0.607687,-0.532158,-0.336555,-1.418077,-0.195921,0.041321,-0.086885,-1.406871,-0.356737,-0.188412,-0.241825,-1.696927,-0.518297,-0.714281,-0.444059,-1.042846,-0.016376,0.047268,0.228494,-1.329910,-0.181449,0.292626,0.020058,-1.322796,0.006184,0.064327,0.025959,1.
516,0.117596,0.848043,0.523215,0.286136,-0.379780,0.688462,0.533444,0.501711,-0.364672,0.879481,1.150877,0.717124,-0.462384,0.329246,0.281304,0.230039,-0.742057,0.341798,0.050856,0.230975,-0.731046,0.180869,0.301881,0.237614,-0.453767,0.159041,0.288050,0.123183,-0.959339,0.343779,0.532085,0.335123,-0.949706,0.181492,0.303913,0.130923,1.
517,1.367057,1.022851,1.123962,0.709468,1.389975,1.649728,1.433583,0.924077,1.120043,1.229403,1.150877,0.717124,1.228458,0.723121,0.521286,0.494142,0.661439,0.909358,0.290124,0.493642,0.680625,1.317016,0.780074,0.709540,1.313470,1.255401,0.890006,0.597084,0.745289,1.087853,0.651815,0.807721,0.169563,0.882725,0.902877,0.603258,3.
518,-0.690878,0.673235,0.523215,0.286136,-0.084821,1.256483,1.133537,0.712894,0.154978,1.054442,1.150877,0.717124,0.125735,0.854412,0.581282,0.230039,0.144362,1.214967,0.828476,0.703775,0.160536,1.229620,1.437591,0.919286,-0.453767,0.334459,0.047268,-0.245408,-0.218196,0.912777,0.532085,0.335123,0.094945,1.320996,1.382048,0.708221,1.
519,0.117596,0.148811,-0.498055,-0.666362,0.505098,-0.010640,-0.486714,-0.818182,0.823100,0.179637,-0.472049,-0.652659,0.419794,0.154190,-0.378649,-0.826374,0.735308,0.341798,-0.367863,-0.609558,0.754923,0.355661,-0.176313,-0.601368,0.356217,0.159041,-0.193515,-0.456031,0.374717,0.168703,-0.665211,-0.452540,0.691889,0.181492,-0.175259,-0.656302,4.
520,1.073066,0.804341,0.403065,0.021553,1.389975,0.994319,0.413425,0.237733,1.416986,1.229403,0.970552,0.032233,1.375487,0.854412,0.521286,0.282859,1.695595,1.040333,0.828476,0.283508,1.423610,1.054828,0.839849,0.290050,1.387105,0.860711,0.589028,0.228494,1.412317,1.219160,0.591950,0.230101,1.811158,1.058033,0.842981,0.498294,3.
521,-0.764376,-1.031144,-1.639474,-1.354278,-0.453520,-0.753436,-1.206825,-0.976569,-0.438908,-0.738907,-1.614109,-1.179498,-0.903473,-1.202490,-1.758549,-1.671505,-0.889794,-1.186248,-1.504385,-1.292491,-0.879643,-0.998975,-1.491346,-1.283040,-0.895577,-1.244299,-1.939186,-1.719768,-0.885225,-1.231906,-1.682913,-1.502759,-0.875088,-1.220973,-1.492980,-0.918710,5.
522,-1.205362,0.017705,0.102692,-0.137197,-1.412137,0.033054,-0.366695,-0.343020,-1.181266,0.223378,-0.111399,-0.125819,-1.197532,0.066663,0.161312,-0.192527,-0.889794,0.079847,-0.308046,-0.189291,-1.176837,-0.081318,-0.534958,-0.181877,-0.969212,-0.016376,0.288050,-0.087440,-0.959339,-0.006373,-0.186293,-0.084964,-0.651234,0.181492,-0.175259,-0.079004,1.
523,0.044099,-0.025997,-0.918578,-0.878029,-0.232300,-0.185416,-0.906779,-1.029365,-0.216201,-0.170284,-0.652375,-0.863395,-0.168324,-0.108393,-0.798618,-0.984836,-0.446584,-0.269421,-0.786581,-0.557024,-0.433852,-0.430902,-0.116539,0.027868,-0.895577,-0.893464,-0.133319,0.386461,-1.181682,-1.494521,0.651815,1.332831,-1.621268,-1.878379,1.202359,2.072744,2.
524,0.779075,0.498427,-0.498055,-0.454696,0.136399,0.164136,-0.726751,-0.659795,-0.067729,0.004676,-0.712483,-1.021446,0.419794,0.329246,-0.378649,-0.615092,0.439835,0.167164,-0.188412,-0.609558,0.160536,0.006078,-0.355636,-0.811113,0.650756,0.334459,-0.675079,-0.666654,0.671174,0.168703,-0.665211,-0.662584,0.691889,0.575936,-0.414844,-0.446376,4.
525,1.293559,0.673235,0.342991,0.180303,1.021276,0.513687,0.353416,0.396120,0.748864,0.704520,0.670010,0.401020,1.154943,0.810648,0.641278,0.599783,0.661439,0.385456,0.649025,0.230975,0.086237,0.224567,0.361655,0.394922,1.387105,0.992274,0.709419,0.807707,0.522946,0.475086,0.412356,0.440145,-0.054291,0.488282,0.723188,0.445813,3.
526,1.220062,1.110256,0.282916,0.127386,0.947536,0.732156,0.293407,-0.079042,0.971571,0.748260,0.068926,-0.073135,1.669547,1.073232,0.881261,0.388501,1.326253,0.865700,0.349941,0.020842,1.052117,0.705245,0.122558,-0.181877,2.049819,1.211546,1.190984,0.597084,1.782888,1.000315,0.891274,0.387634,1.512686,1.014206,0.124223,-0.131486,3.
527,1.220062,0.891745,0.523215,0.127386,1.537455,0.906932,0.533444,0.343324,1.565457,0.923221,0.790227,0.348336,1.301973,0.854412,0.641278,0.177218,1.695595,0.865700,0.349941,0.178442,1.349311,0.880036,0.660526,0.185177,1.166201,0.816857,0.649224,0.386461,1.486431,0.825239,0.651815,0.230101,1.512686,0.838898,0.902877,0.235886,3.
528,-1.278860,-1.905184,-0.137607,0.974051,-1.264658,-1.889477,-0.126658,1.188056,-1.255501,-1.526231,-0.532158,0.822492,-0.682928,-1.202490,-0.858614,0.018756,-0.446584,-0.531371,-0.846398,-0.504491,0.086237,0.049776,-0.594733,-0.496495,0.208947,0.466022,-0.795470,-0.561342,0.522946,0.475086,-0.066563,-0.347519,0.542653,0.663590,-0.055466,-0.341412,2.
529,0.779075,0.323619,0.042617,-0.243030,0.800057,0.338911,0.053370,-0.448612,0.823100,0.529559,0.309360,-0.441923,0.713854,0.504301,0.041321,-0.403809,0.439835,0.516432,0.050856,-0.189291,0.457729,0.355661,-0.176313,-0.391622,0.356217,0.334459,-0.434297,-0.666654,0.671174,0.343779,-0.186293,-0.452540,0.393417,0.181492,-0.414844,-0.656302,4.
530,1.661048,0.848043,0.643364,0.180303,1.316235,0.688462,0.353416,0.026550,1.342750,0.879481,0.369468,0.190284,1.449002,1.204523,0.641278,0.018756,1.473990,1.214967,0.888293,0.230975,1.497908,1.229620,0.660526,0.237614,1.681645,1.211546,0.950202,0.439117,1.708774,1.219160,0.951139,0.440145,1.438068,1.014206,0.962773,0.445813,3.
531,-0.470385,-1.031144,-1.158877,-0.878029,-0.748479,-1.321457,-0.906779,-0.659795,-1.255501,-1.482491,-1.373676,-0.863395,-0.756443,-1.027434,-1.038601,-0.773554,-0.742057,-1.142590,-1.025849,-0.767158,-0.731046,-1.261162,-1.013152,-0.548931,-0.674672,-1.025027,-1.036253,-0.929932,-0.662882,-1.013061,-1.024400,-0.715095,-0.875088,-1.001838,-1.013809,-0.498857,5.
532,-1.425855,-0.550421,-0.858503,-0.507613,-1.190918,-0.360191,-0.606733,-0.501408,-1.181266,0.048417,-0.111399,-0.125819,-1.197532,-0.633559,-1.038601,-0.562271,-1.185267,-0.444054,-0.308046,-0.346891,-1.176837,-0.430902,-0.534958,-0.339186,-1.190116,-0.542629,-0.735275,-0.456031,-1.181682,-0.356526,-0.485617,-0.242497,-1.173560,-0.169124,-0.175259,-0.656302,1.
533,0.044099,-0.375613,-1.399176,-1.036778,0.062659,-0.185416,-0.906779,-0.870978,0.377685,0.179637,-0.411941,-0.441923,0.125735,-0.283448,-1.458571,-0.984836,0.144362,-0.269421,-1.025849,-0.767158,0.160536,0.224567,-0.355636,-0.548931,0.356217,0.202896,-0.614884,-0.719309,0.078260,-0.181449,-0.844805,-0.925139,-0.128909,-0.169124,-1.013809,-0.918710,7.
534,0.926071,0.542129,0.282916,-0.243030,0.947536,0.557381,0.053370,-0.079042,1.268514,0.573299,0.309360,-0.073135,1.007913,0.679357,0.341299,-0.192527,1.030780,0.516432,0.110673,-0.189291,0.754923,0.705245,-0.116539,-0.181877,1.460740,0.992274,0.348246,0.228494,1.189974,0.825239,0.651815,0.020058,1.214214,0.838898,0.363809,0.025959,3.
